CellId,Throughput
22,32.388960000000004
23,56.939040000000006
24,0.025920000000000002
25,5.81136
27,3.7368
28,2.57904
29,56.939040000000006
30,34.58032
31,0.06480000000000001
32,27.51024
33,48.82416
34,21.52944
35,78.06671999999999
36,27.51024
37,8.62256
21,11.77184
12,8.62256
4,37.84992
7,8.05872
16,9.573920000000001
3,17.45232
6,28.50352
17,11.3336
13,26.66432
10,16.1528
2,15.346400000000001
9,21.52944
8,4.10112
19,21.52944
11,8.62256
18,2.6308800000000003
