CellId,Throughput
22,0.748
23,30.55744
24,10.961279999999999
25,0.748
27,25.33488
28,28.523519999999998
29,60.523360000000004
30,0.748
31,12.173440000000001
32,6.6160000000000005
33,38.06848
34,16.94368
35,4.32096
36,15.06592
37,4.32096
21,3.0904000000000003
12,6.6160000000000005
4,11.495519999999999
7,2.4025600000000003
16,3.93264
3,38.72448
6,22.03984
17,25.150240000000004
13,58.51568
10,18.94848
2,6.6160000000000005
9,6.6160000000000005
8,11.991520000000001
19,21.79456
11,0.748
18,0.7208
